id_municipio,municipio_nome,id_gaeco_mun,gaeco_nome
3548401,Santópolis do Aguapeí,2,Núcleo Araçatuba
3548500,Santos,11,Núcleo Santos
3548609,São Bento do Sapucaí,14,Núcleo Vale do Paraíba
3548708,São Bernardo do Campo,1,Núcleo ABC
3548807,São Caetano do Sul,1,Núcleo ABC
3548906,São Carlos,10,Núcleo Ribeirão Preto
3549003,São Francisco,12,Núcleo São José do Rio Preto
3549102,São João da Boa Vista,4,Núcleo Campinas
3549201,São João das Duas Pontes,12,Núcleo São José do Rio Preto
3549250,São João de Iracema,12,Núcleo São José do Rio Preto
3549300,São João do Pau d'Alho,9,Núcleo Presidente Prudente
3549409,São Joaquim da Barra,6,Núcleo Franca
3549508,São José da Bela Vista,6,Núcleo Franca
3549607,São José do Barreiro,14,Núcleo Vale do Paraíba
3549706,São José do Rio Pardo,10,Núcleo Ribeirão Preto
3549805,São José do Rio Preto,12,Núcleo São José do Rio Preto
3549904,São José dos Campos,14,Núcleo Vale do Paraíba
3549953,São Lourenço da Serra,5,Núcleo Capital
3550001,São Luiz do Paraitinga,14,Núcleo Vale do Paraíba
3550100,São Manuel,3,Núcleo Bauru
3550209,São Miguel Arcanjo,13,Núcleo Sorocaba
3550308,São Paulo,5,Núcleo Capital
3550407,São Pedro,8,Núcleo Piracicaba
3550506,São Pedro do Turvo,3,Núcleo Bauru
3550605,São Roque,13,Núcleo Sorocaba
3550704,São Sebastião,14,Núcleo Vale do Paraíba
3550803,São Sebastião da Grama,10,Núcleo Ribeirão Preto
3550902,São Simão,10,Núcleo Ribeirão Preto
3551009,São Vicente,11,Núcleo Santos
3551108,Sarapuí,13,Núcleo Sorocaba
3551207,Sarutaiá,3,Núcleo Bauru
3551306,Sebastianópolis do Sul,12,Núcleo São José do Rio Preto
3551405,Serra Azul,10,Núcleo Ribeirão Preto
3551603,Serra Negra,4,Núcleo Campinas
3551504,Serrana,10,Núcleo Ribeirão Preto
3551702,Sertãozinho,10,Núcleo Ribeirão Preto
3551801,Sete Barras,11,Núcleo Santos
3551900,Severínia,12,Núcleo São José do Rio Preto
3552007,Silveiras,14,Núcleo Vale do Paraíba
3552106,Socorro,4,Núcleo Campinas
3552205,Sorocaba,13,Núcleo Sorocaba
3552304,Sud Mennucci,2,Núcleo Araçatuba
3552403,Sumaré,4,Núcleo Campinas
3552551,Suzanápolis,2,Núcleo Araçatuba
3552502,Suzano,7,Núcleo Guarulhos
3552601,Tabapuã,12,Núcleo São José do Rio Preto
3552700,Tabatinga,3,Núcleo Bauru
3552809,Taboão da Serra,5,Núcleo Capital
3552908,Taciba,9,Núcleo Presidente Prudente
3553005,Taguaí,3,Núcleo Bauru
3553104,Taiaçu,10,Núcleo Ribeirão Preto
3553203,Taiúva,10,Núcleo Ribeirão Preto
3553302,Tambaú,10,Núcleo Ribeirão Preto
3553401,Tanabi,12,Núcleo São José do Rio Preto
3553500,Tapiraí,13,Núcleo Sorocaba
3553609,Tapiratiba,10,Núcleo Ribeirão Preto
3553658,Taquaral,10,Núcleo Ribeirão Preto
3553708,Taquaritinga,10,Núcleo Ribeirão Preto
3553807,Taquarituba,3,Núcleo Bauru
3553856,Taquarivaí,13,Núcleo Sorocaba
3553906,Tarabai,9,Núcleo Presidente Prudente
3553955,Tarumã,9,Núcleo Presidente Prudente
3554003,Tatuí,13,Núcleo Sorocaba
3554102,Taubaté,14,Núcleo Vale do Paraíba
3554201,Tejupá,3,Núcleo Bauru
3554300,Teodoro Sampaio,9,Núcleo Presidente Prudente
3554409,Terra Roxa,10,Núcleo Ribeirão Preto
3554508,Tietê,13,Núcleo Sorocaba
3554607,Timburi,3,Núcleo Bauru
3554656,Torre de Pedra,8,Núcleo Piracicaba
3554706,Torrinha,8,Núcleo Piracicaba
3554755,Trabiju,10,Núcleo Ribeirão Preto
3554805,Tremembé,14,Núcleo Vale do Paraíba
3554904,Três Fronteiras,12,Núcleo São José do Rio Preto
3554953,Tuiuti,4,Núcleo Campinas
3555000,Tupã,9,Núcleo Presidente Prudente
3555109,Tupi Paulista,9,Núcleo Presidente Prudente
3555208,Turiúba,2,Núcleo Araçatuba
3555307,Turmalina,12,Núcleo São José do Rio Preto
3555356,Ubarana,12,Núcleo São José do Rio Preto
3555406,Ubatuba,14,Núcleo Vale do Paraíba
3555505,Ubirajara,3,Núcleo Bauru
3555604,Uchoa,12,Núcleo São José do Rio Preto
3555703,União Paulista,12,Núcleo São José do Rio Preto
3555802,Urânia,12,Núcleo São José do Rio Preto
3555901,Uru,3,Núcleo Bauru
3556008,Urupês,12,Núcleo São José do Rio Preto
3556107,Valentim Gentil,12,Núcleo São José do Rio Preto
3556206,Valinhos,4,Núcleo Campinas
3556305,Valparaíso,2,Núcleo Araçatuba
3556354,Vargem,4,Núcleo Campinas
3556404,Vargem Grande do Sul,4,Núcleo Campinas
3556453,Vargem Grande Paulista,5,Núcleo Capital
3556503,Várzea Paulista,4,Núcleo Campinas
3556602,Vera Cruz,3,Núcleo Bauru
3556701,Vinhedo,4,Núcleo Campinas
3556800,Viradouro,10,Núcleo Ribeirão Preto
3556909,Vista Alegre do Alto,10,Núcleo Ribeirão Preto
3556958,Vitória Brasil,12,Núcleo São José do Rio Preto
3557006,Votorantim,13,Núcleo Sorocaba
3557105,Votuporanga,12,Núcleo São José do Rio Preto
3557154,Zacarias,2,Núcleo Araçatuba
